312,5,a+,569000
137,4,a,449500
155,4,g,435000
125,3,b,389000
150,3,a,375000
260,3,g,349000
111,3,a,345000
96,3,f,325000
103,3,g,300000
136,5,f,295000
125,4,a++++,295000
130,4,g,219000
117,3,c,225000
88,1,d,199500
85,3,g,189000
155,2,g,187500
81,2,f,175000
